,Scientific Name,Common Name,Duration,Habit,Sun,Water
263,Betula neoalaskana,"Resin Birch, Alaska Birch",Perennial,Tree,"Shade, Part-shade",Moist
264,Betula nigra,"River Birch, Red Birch, Black Birch, Water Birch",Perennial,Tree,Part-shade,Moist
265,Betula occidentalis,"Water Birch, Mountain Birch",Perennial,Tree,"Sun, Shade, Part-shade",Moist
266,Betula papyrifera,"Paper Birch, Canoe Birch, White Birch",Perennial,Tree,"Sun, Shade, Part-shade",Moist
267,Betula papyrifera var. cordifolia,Mountain Paper Birch,Perennial,Tree,"Sun, Shade, Part-shade",Moist
268,Betula populifolia,"Gray Birch, White Birch, Aspen-leaved Birch",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry"
269,Betula pumila,Bog Birch,Perennial,Shrub,"Sun, Shade, Part-shade",Wet
270,Bidens aristosa,"Bearded Beggarticks, Tickseed Sunflower",Annual,Herb,Part-shade,
271,Bidens beckii,Beck's Watermarigold,Perennial,Herb,,
272,Bidens bigelovii,Bigelow's Beggarticks,Annual,Herb,,
273,Bidens cernua,"Nodding Beggartick, Bur Marigold, Nodding Beggarticks, Nodding Bur Marigold, Nodding Burmarigold, Nodding Burr-marigold, Sticktight",Annual,Herb,Part-shade,Moist
274,Bidens coronata,Crowned Beggarticks,Annual,Herb,,
275,Bidens discoidea,Small Beggarticks,Annual,Herb,Part-shade,
276,Bidens eatonii,Eaton's Beggarticks,Annual,Herb,,
277,Bidens frondosa,"Devil's Beggartick, Spanish Needles",Annual,Herb,Part-shade,
278,Bidens heterodoxa,Connecticut Beggarticks,Annual,Herb,,
279,Bidens hyperborea,Estuary Beggarticks,Annual,Herb,,
280,Bidens laevis,"Smooth Beggartick, Smooth Bidens, Smooth Bur Marigold, Larger Bur Marigold",Annual,Herb,"Sun, Part-shade","Wet, Moist"
281,Bidens leptocephala,Fewflower Beggarticks,Annual,Herb,Sun,Moist
282,Bidens tripartita,"Threelobe Beggarticks, Three-part Beggarticks, Leafy-bracted Beggarticks, Trifid Bur-marigold",Annual,Herb,,
283,Bidens vulgata,Big Devils Beggartick,Annual,Herb,,
284,Bigelowia nudata,Pineland Rayless Goldenrod,Perennial,Subshrub,,
285,Bigelowia nuttallii,Nuttall's Rayless Goldenrod,Perennial,Herb,,
286,Bignonia capreolata,Crossvine,Perennial,Vine,"Sun, Part-shade","Moist, Dry"
287,Blechnum spicant,Deer Fern,Perennial,"Herb, Fern","Shade, Part-shade","Wet, Moist"
288,Blennosperma bakeri,Baker's Stickyseed,Annual,Herb,,
289,Blennosperma nanum,Common Stickyseed,Annual,Herb,,
290,Blutaparon vermiculare,Silverhead,Perennial,Herb,,
291,Blysmus rufus,Red Bulrush,Perennial,Grass/Grass-like,,
292,Boehmeria cylindrica,"Smallspike False Nettle, Bog Hemp",Perennial,Herb,"Sun, Shade, Part-shade",Moist
293,Boerhavia erecta,"Erect Spiderling, Common Spiderling",Annual,Herb,,
294,Bolboschoenus fluviatilis,River Bulrush,Perennial,Grass/Grass-like,Sun,
295,Bolboschoenus maritimus,"Cosmopolitan Bulrush, Saltmarsh Club-rush, Alkali Bulrush, Prairie Bulrush, Bayonet Grass",Perennial,Grass/Grass-like,Sun,Wet
296,Boltonia asteroides,"Boltonia, White Doll's Daisy",Perennial,Herb,Sun,"Moist, Dry"
297,Borrichia frutescens,"Bushy Seaside Tansy, Ox-eye Daisy, Sea Daisy, Sea Ox-eye",Perennial,Shrub,Sun,Moist
298,Boschniakia rossica,Northern Groundcone,Perennial,Herb,,
299,Bothriochloa barbinodis,"Pinhole Bluestem, Cane Bluestem, Cane Beardgrass, Feather Bluestem, Plains Beardgrass",Perennial,Grass/Grass-like,Sun,Dry
300,Botrychium dissectum,Cutleaf Grapefern,Perennial,"Herb, Fern",,
301,Botrychium lanceolatum,Lanceleaf Grapefern,Perennial,"Herb, Fern",Part-shade,
302,Botrychium lunaria,Common Moonwort,Perennial,"Herb, Fern",Part-shade,Dry
303,Botrychium matricariifolium,Matricary Grapefern,Perennial,"Herb, Fern",,Dry
304,Botrychium multifidum,Leathery Grapefern,Perennial,"Herb, Fern",Shade,Moist
305,Botrychium oneidense,Bluntlobe Grapefern,Perennial,"Herb, Fern",Shade,Wet
306,Botrychium simplex,Little Grapefern,Perennial,"Herb, Fern",,Moist
307,Botrychium virginianum,Rattlesnake Fern,Perennial,"Herb, Fern",Shade,Moist
308,Bouteloua dactyloides,"Buffalograss, Buffalo Grass",Perennial,Grass/Grass-like,Sun,Dry
309,Bowlesia incana,Hoary Bowlesia,Annual,Herb,,
310,Boykinia major,Large Boykinia,Perennial,Herb,,
311,Boykinia occidentalis,"Coastal Brookfoam, Coast Boykinia",Perennial,Herb,,
312,Boykinia rotundifolia,Roundleaf Brookfoam,Perennial,Herb,Part-shade,Moist
313,Brachyelytrum erectum,"Bearded Shorthusk, Longawn Woodgrass",Perennial,Grass/Grass-like,,
314,Brasenia schreberi,Watershield,Perennial,Herb,,
315,Brodiaea coronaria,"Crown Brodiaea, Harvest Brodiaea",Perennial,Herb,Sun,Moist
316,Brodiaea elegans,"Harvest Brodiaea, Elegant Cluster-lily",Perennial,Herb,Part-shade,
317,Bromus ciliatus,Fringed Brome,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade",Moist
318,Bromus inermis,Smooth Brome,Perennial,Grass/Grass-like,Sun,Dry
319,Bromus kalmii,"Arctic Brome, Prairie Brome, Wild Chess",Perennial,Grass/Grass-like,Sun,Dry
320,Bromus latiglumis,Earlyleaf Brome,Perennial,Grass/Grass-like,"Shade, Part-shade",Moist
321,Brunnichia ovata,American Buckwheat Vine,Perennial,Vine,,
322,Buchnera americana,"American Bluehearts, Bluehearts",Annual,Herb,Sun,Moist
323,Bucida buceras,"Gregorywood, Florida , Oxhorn Bucida, Black Olive",Perennial,Tree,Sun,Moist
324,Bulbostylis capillaris,"Densetuft Hairsedge, Hair-sedge",Annual,Grass/Grass-like,,
325,Cakile edentula,American Searocket,Annual,Herb,,
326,Cakile geniculata,Gulf Searocket,Annual,Subshrub,,
327,Cakile lanceolata,Coastal Searocket,Annual,Subshrub,,
328,Calamagrostis canadensis,Bluejoint,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Wet, Moist"
329,Calamagrostis coarctata,Arctic Reedgrass,Perennial,Grass/Grass-like,Sun,
330,Calamagrostis pickeringii,Pickering's Reedgrass,Perennial,Grass/Grass-like,"Sun, Part-shade",Moist
331,Calamagrostis stricta,Slimstem Reedgrass,Perennial,Grass/Grass-like,,
332,Calandrinia ciliata,"Fringed Redmaids, Redmaids",Annual,Herb,,
333,Calibrachoa parviflora,Seaside Petunia,Annual,Herb,Sun,
334,Calla palustris,"Water Arum, Water-dragon, Wild Calla",Perennial,Herb,Shade,"Wet, Moist"
335,Callicarpa americana,"American Beautyberry , French Mulberry",Perennial,Shrub,Part-shade,Moist
336,Callitriche hermaphroditica,Northern Water-starwort,Perennial,Herb,Sun,
337,Callitriche heterophylla,Two-headed Water-starwort,Annual,Herb,Sun,
338,Callitriche palustris,Vernal Water-starwort,Perennial,Herb,Sun,Moist
339,Callitriche pedunculosa,Nuttall's Water-starwort,Annual,Herb,,
340,Callitriche terrestris,Terrestrial Water-starwort,Annual,Herb,Part-shade,"Moist, Dry"
341,Callitropsis nootkatensis,"Alaska Cedar, Alaska-cedar, Yellow Cedar, Nootka Cedar",Perennial,Tree,Part-shade,Wet
342,Calochortus nudus,Naked Mariposa Lily,Perennial,Herb,,
343,Calochortus palmeri,Palmer's Mariposa Lily,Perennial,Herb,Sun,"Moist, Dry"
344,Calochortus striatus,Alkali Mariposa Lily,Perennial,Herb,Sun,"Moist, Dry"
345,Calochortus uniflorus,"Monterey Mariposa Lily, Monterey Mariposa-lily, Meadow Star Tulip",Perennial,Herb,Sun,
346,Calopogon barbatus,Bearded Grasspink,Perennial,Herb,Sun,
347,Calopogon multiflorus,Manyflower Grasspink,Perennial,Herb,,
348,Calopogon pallidus,Pale Grass-pink,Perennial,Herb,,
349,Calopogon tuberosus,"Tuberous Grasspink, Grass Pink",Perennial,Herb,,
350,Caltha leptosepala,"White Marsh-marigold, Elks-lip",Perennial,Herb,Part-shade,Wet
351,Caltha palustris,"Yellow Marsh Marigold, Cowslip",Perennial,Herb,"Shade, Part-shade","Wet, Moist"
352,Calycanthus floridus,"Eastern Sweetshrub, Carolina Allspice, Sweet Shrub",Perennial,Shrub,Part-shade,Moist
353,Calycanthus occidentalis,"Western Sweetshrub, California Sweet Shrub, Spice Bush, Western Spicebush",Perennial,Shrub,"Sun, Part-shade",Moist
354,Calydorea coelestina,Bartram's Ixia,Perennial,Herb,,
355,Calypso bulbosa,Fairy Slipper,Perennial,Herb,"Shade, Part-shade",Moist
356,Calyptocarpus vialis,"Horseherb, Straggler Daisy, Hierba Del Caballo, Lawnflower",Perennial,Herb,"Sun, Shade, Part-shade","Moist, Dry"
357,Calystegia sepium,"Hedge False Bindweed, Hedge Bindweed",Perennial,Vine,"Sun, Shade, Part-shade",Moist
358,Camassia leichtlinii,"Large Camas, Leichtlin's Camas",Perennial,Herb,Sun,Moist
359,Camassia quamash,"Small Camas, Common Camass, Swamp Sego",Perennial,Herb,Sun,Moist
360,Camassia scilloides,"Atlantic Camas, Wild Hyacinth",Perennial,Herb,"Shade, Part-shade",Dry
361,Campanula aparinoides,Marsh Bellflower,Perennial,Herb,Sun,
362,Campanula floridana,Florida Bellflower,Perennial,Herb,,
363,Campanula lasiocarpa,Mountain Harebell,Perennial,Herb,Sun,
364,Campanula parryi,Parry's Bellflower,Perennial,Herb,"Sun, Part-shade",Moist
365,Campanula rotundifolia,"Bluebell Bellflower, Bluebell Of Scotland, Bluebell, Harebell, Witches' Thimble",Perennial,Herb,"Sun, Shade, Part-shade",Dry
366,Campanula scouleri,"Pale Bellflower, Bellflower, Harebell",Perennial,Herb,Part-shade,Moist
367,Campanula uniflora,Arctic Bellflower,Perennial,Subshrub,,
368,Campanula wilkinsiana,Wilkins Bellflower,Perennial,Herb,Sun,
369,Campanulastrum americanum,"American Bellflower, Tall Bellflower",Annual,Herb,Part-shade,Moist
370,Campsis radicans,"Trumpet Creeper, Trumpet Vine, Common Trumpet Creeper, Cow Vine, Foxglove Vine, Hellvine, Devil's Shoestring",Perennial,Vine,Sun,"Moist, Dry"
371,Canadanthus modestus,Giant Mountain Aster,Perennial,Herb,Sun,
372,Canna flaccida,"Bandanna Of The Everglades, Golden Canna",Perennial,Herb,Sun,Wet
373,Canna glauca,"Water Canna, Louisiana Canna, Maraca Amarilla",Perennial,Herb,"Sun, Part-shade","Wet, Moist"
374,Cardamine angustata,Slender Toothwort,Perennial,Herb,"Shade, Part-shade",Moist
375,Cardamine bellidifolia,Alpine Bittercress,Perennial,Herb,,
376,Cardamine bulbosa,"Bulbous Bittercress, Spring Cress",Perennial,Herb,Shade,Wet
377,Cardamine concatenata,"Cutleaf Toothwort, Pepper Root",Perennial,Herb,Shade,Moist
378,Cardamine cordifolia,Heartleaf Bittercress,Perennial,Herb,Shade,
379,Cardamine diphylla,"Crinkleroot, Two-leaved Toothwort, Two-leaf Toothwort",Perennial,Herb,"Shade, Part-shade",Moist
380,Cardamine douglassii,Limestone Bittercress,Perennial,Herb,Part-shade,Moist
381,Cardamine parviflora,Sand Bittercress,Annual,Herb,"Sun, Part-shade","Moist, Dry"
382,Cardamine pensylvanica,Pennsylvania Bittercress,Annual,Herb,Part-shade,"Wet, Moist"
383,Carex albicans,Whitetinge Sedge,Perennial,Grass/Grass-like,"Shade, Part-shade",Dry
384,Carex albolutescens,Greenwhite Sedge,Perennial,Grass/Grass-like,Part-shade,
385,Carex alopecoidea,Foxtail Sedge,Perennial,Grass/Grass-like,"Sun, Part-shade","Wet, Moist"
386,Carex amphibola,"Eastern Narrowleaf Sedge, Creek Sedge",Perennial,Grass/Grass-like,"Shade, Part-shade","Wet, Moist"
387,Carex annectens,Yellowfruit Sedge,Perennial,Grass/Grass-like,"Sun, Part-shade",
388,Carex aquatilis,"Water Sedge, Leafy Tussock Sedge",Perennial,Grass/Grass-like,"Sun, Part-shade","Wet, Moist"
389,Carex atlantica,Prickly Bog Sedge,Perennial,Grass/Grass-like,Part-shade,
390,Carex atratiformis,Scrabrous Black Sedge,Perennial,Grass/Grass-like,,
391,Carex atrosquama,Lesser Blackscale Sedge,Perennial,Grass/Grass-like,,
392,Carex aurea,Golden Sedge,Perennial,Grass/Grass-like,Part-shade,"Wet, Moist"
393,Carex barbarae,Santa Barbara Sedge,Perennial,Grass/Grass-like,Part-shade,
394,Carex bebbii,Bebb's Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade",Moist
395,Carex bicknellii,"Bicknell's Sedge, Prairie Sedge",Perennial,Grass/Grass-like,"Sun, Part-shade","Wet, Moist, Dry"
396,Carex bigelowii,Bigelow's Sedge,Perennial,Grass/Grass-like,Part-shade,
397,Carex blanda,"Eastern Woodland Sedge, Creek Sedge, Common Wood Sedge",Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Moist, Dry"
398,Carex bromoides,Bromelike Sedge,Perennial,Grass/Grass-like,"Sun, Part-shade","Wet, Moist"
399,Carex brunnescens,Brownish Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Wet, Moist"
400,Carex bullata,Button Sedge,Perennial,Grass/Grass-like,,
401,Carex buxbaumii,Buxbaum's Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade",Moist
402,Carex canescens,Silvery Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade",Moist
403,Carex capillaris,Hairlike Sedge,Perennial,Grass/Grass-like,Part-shade,
404,Carex castanea,Chestnut Sedge,Perennial,Grass/Grass-like,,
405,Carex cephaloidea,Thinleaf Sedge,Perennial,Grass/Grass-like,,
406,Carex cherokeensis,Cherokee Sedge,Perennial,Grass/Grass-like,Part-shade,"Wet, Moist"
407,Carex chordorrhiza,Creeping Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade",Moist
408,Carex comosa,Longhair Sedge,Perennial,Grass/Grass-like,Part-shade,Moist
409,Carex complanata,Hirsute Sedge,Perennial,"Herb, Grass/Grass-like",,
410,Carex concinna,Low Northern Sedge,Perennial,Grass/Grass-like,,
411,Carex conoidea,Openfield Sedge,Perennial,Grass/Grass-like,,
412,Carex crawei,Crawe's Sedge,Perennial,Grass/Grass-like,,
413,Carex crawfordii,Crawford's Sedge,Perennial,Grass/Grass-like,,
414,Carex crinita,Fringed Sedge,Perennial,Grass/Grass-like,"Shade, Part-shade","Wet, Moist"
415,Carex crus-corvi,Ravenfoot Sedge,Perennial,Grass/Grass-like,,
416,Carex cryptolepis,Northeastern Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Wet, Moist"
417,Carex cumulata,Clustered Sedge,Perennial,Grass/Grass-like,,
418,Carex debilis,White Edge Sedge,Perennial,Grass/Grass-like,Part-shade,
419,Carex deweyana,Dewey Sedge,Perennial,Grass/Grass-like,Part-shade,
420,Carex diandra,Lesser Panicled Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Wet, Moist"
421,Carex digitalis,Slender Woodland Sedge,Perennial,Grass/Grass-like,,
422,Carex disperma,Softleaf Sedge,Perennial,Grass/Grass-like,"Shade, Part-shade",Moist
423,Carex eburnea,Bristleleaf Sedge,Perennial,Grass/Grass-like,"Shade, Part-shade",Moist
424,Carex echinata,Star Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade",Moist
425,Carex emoryi,"Emory's Sedge, Emory Sedge",Perennial,Grass/Grass-like,"Sun, Part-shade",Wet
426,Carex exilis,Coastal Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Wet, Moist"
427,Carex flaccosperma,Thinfruit Sedge,Perennial,Grass/Grass-like,,
428,Carex flava,Yellow Sedge,Perennial,Grass/Grass-like,Sun,Moist
429,Carex folliculata,Northern Long Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade",Moist
430,Carex frankii,Frank's Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade",Wet
431,Carex garberi,Elk Sedge,Perennial,Grass/Grass-like,,
432,Carex glareosa,Lesser Saltmarsh Sedge,Perennial,Grass/Grass-like,,
433,Carex glaucescens,Southern Waxy Sedge,Perennial,Grass/Grass-like,,
434,Carex glaucodea,"Blue Sedge, Blue Wood Sedge",Perennial,Grass/Grass-like,Part-shade,Moist
435,Carex gracillima,Graceful Sedge,Perennial,Grass/Grass-like,Part-shade,
436,Carex granularis,Limestone Meadow Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Moist, Dry"
437,Carex gravida,Heavy Sedge,Perennial,Grass/Grass-like,,
438,Carex grayi,Gray's Sedge,Perennial,Grass/Grass-like,Part-shade,
439,Carex grisea,Inflated Narrow-leaf Sedge,Perennial,Grass/Grass-like,,
440,Carex gynandra,Nodding Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade",Moist
441,Carex gynocrates,Northern Bog Sedge,Perennial,Grass/Grass-like,,
442,Carex haydenii,Hayden's Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade",Moist
443,Carex heteroneura,Different-nerve Sedge,Perennial,Grass/Grass-like,Part-shade,Moist
444,Carex hormathodes,Marsh Straw Sedge,Perennial,Grass/Grass-like,,
445,Carex hystericina,Bottlebrush Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade",Moist
446,Carex interior,Inland Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Wet, Moist"
447,Carex intumescens,Greater Bladder Sedge,Perennial,Grass/Grass-like,"Shade, Part-shade",Moist
448,Carex lachenalii,Twotipped Sedge,Perennial,Grass/Grass-like,,
449,Carex lacustris,"Hairy Sedge, Lakebank Sedge",Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Wet, Moist"
450,Carex lapponica,Lapland Sedge,Perennial,Grass/Grass-like,,
451,Carex lasiocarpa,Woollyfruit Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Wet, Moist"
452,Carex laxiflora,Broad Looseflower Sedge,Perennial,Grass/Grass-like,,
453,Carex lenticularis,Lakeshore Sedge,Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Wet, Moist"
454,Carex leptalea,"Bristlystalked Sedge, Flaccid Sedge",Perennial,Grass/Grass-like,"Shade, Part-shade","Wet, Moist"
455,Carex leptonervia,Nerveless Woodland Sedge,Perennial,Grass/Grass-like,Part-shade,
456,Carex limosa,Mud Sedge,Perennial,Grass/Grass-like,Sun,"Wet, Moist"
457,Carex livida,Livid Sedge,Perennial,Grass/Grass-like,,
458,Carex longii,Long's Sedge,Perennial,Grass/Grass-like,,
459,Carex louisianica,Louisiana Sedge,Perennial,Grass/Grass-like,,
460,Carex lupuliformis,False Hop Sedge,Perennial,Grass/Grass-like,Sun,Wet
461,Carex lupulina,Hop Sedge,Perennial,Grass/Grass-like,Part-shade,
462,Carex lurida,"Shallow Sedge, Sallow Sedge, Lurid Sedge",Perennial,Grass/Grass-like,Part-shade,Wet
463,Carex lyngbyei,Lyngbye's Sedge,Perennial,Grass/Grass-like,,
464,Carex mackenziei,Mackenzie's Sedge,Perennial,Grass/Grass-like,,
465,Carex macloviana,Thickhead Sedge,Perennial,Grass/Grass-like,,
466,Carex macrocephala,"Largehead Sedge, Big-head Sedge",Perennial,Grass/Grass-like,Sun,
467,Carex magellanica,"Boreal Bog Sedge, Tall Bog-sedge",Perennial,Grass/Grass-like,,
468,Carex marina,Sea Sedge,Perennial,Grass/Grass-like,,Moist
469,Carex michauxiana,Michaux's Sedge,Perennial,Grass/Grass-like,,"Wet, Moist"
470,Carex microdonta,Littletooth Sedge,Perennial,Grass/Grass-like,,
471,Carex microglochin,"Fewseeded Bog Sedge, Bristle Sedge",Perennial,Grass/Grass-like,,"Wet, Moist"
472,Carex microptera,Smallwing Sedge,Perennial,Grass/Grass-like,Sun,
473,Carex nardina,Spike Sedge,Perennial,Grass/Grass-like,Sun,Dry
474,Carex nebrascensis,Nebraska Sedge,Perennial,Grass/Grass-like,Part-shade,Wet
475,Carex nigra,Smooth Black Sedge,Perennial,Grass/Grass-like,,
476,Carex nigricans,Black Alpine Sedge,Perennial,Grass/Grass-like,,
477,Carex nigromarginata,Black Edge Sedge,Perennial,Grass/Grass-like,,
478,Carex norvegica ssp. inferalpina,"Closedhead Sedge, Intermediate Sedge",Perennial,Grass/Grass-like,,
479,Carex novae-angliae,New England Sedge,Perennial,Grass/Grass-like,,
480,Carex obnupta,Slough Sedge,Perennial,Grass/Grass-like,Part-shade,
481,Carex oklahomensis,Oklahoma Sedge,Perennial,Grass/Grass-like,,
482,Carex oligosperma,Fewseed Sedge,Perennial,Grass/Grass-like,,"Wet, Moist"
483,Carex paleacea,Chaffy Sedge,Perennial,Grass/Grass-like,,"Wet, Moist"
484,Carex pallescens,Pale Sedge,Perennial,Grass/Grass-like,,
485,Carex pansa,Sanddune Sedge,Perennial,Grass/Grass-like,,
486,Carex pauciflora,Fewflower Sedge,Perennial,Grass/Grass-like,,"Wet, Moist"
487,Carex pedunculata,Longstalk Sedge,Perennial,Grass/Grass-like,Shade,"Moist, Dry"
488,Carex pellita,Woolly Sedge,Perennial,Grass/Grass-like,Sun,Wet
489,Carex prairea,Prairie Sedge,Perennial,Grass/Grass-like,,"Wet, Moist"
490,Carex praticola,Meadow Sedge,Perennial,Grass/Grass-like,,"Wet, Moist"
491,Carex projecta,Necklace Sedge,Perennial,Grass/Grass-like,Part-shade,
492,Carex pseudocyperus,"Cypresslike Sedge, Cypress-like Sedge",Perennial,Grass/Grass-like,Sun,"Wet, Moist"
493,Carex radiata,Eastern Star Sedge,Perennial,Grass/Grass-like,"Sun, Part-shade",Moist
494,Carex rariflora,Looseflower Alpine Sedge,Perennial,Grass/Grass-like,,
495,Carex recta,Estuary Sedge,Perennial,Grass/Grass-like,,
496,Carex retroflexa,Reflexed Sedge,Perennial,"Herb, Grass/Grass-like","Sun, Part-shade","Moist, Dry"
497,Carex retrorsa,Knotsheath Sedge,Perennial,Grass/Grass-like,"Shade, Part-shade","Wet, Moist"
498,Carex rosea,Rosy Sedge,Perennial,Grass/Grass-like,"Shade, Part-shade","Moist, Dry"
499,Carex rostrata,"Beaked Sedge, Swollen Beaked Sedge",Perennial,Grass/Grass-like,Part-shade,Wet
500,Carex saxatilis,Rock Sedge,Perennial,Grass/Grass-like,Part-shade,
501,Carex scabrata,Eastern Rough Sedge,Perennial,Grass/Grass-like,Part-shade,
502,Carex scirpoidea,Northern Singlespike Sedge,Perennial,Grass/Grass-like,Part-shade,
503,Carex scoparia,Broom Sedge,Perennial,Grass/Grass-like,Part-shade,"Wet, Moist"
504,Carex siccata,Dryspike Sedge,Perennial,Grass/Grass-like,,Dry
505,Carex spissa,San Diego Sedge,Perennial,Grass/Grass-like,Shade,Wet
506,Carex sprengelii,Sprengel's Sedge,Perennial,Grass/Grass-like,"Shade, Part-shade","Wet, Moist, Dry"
507,Carex sterilis,Dioecious Sedge,Perennial,Grass/Grass-like,,"Wet, Moist"
508,Carex stipata,"Awlfruit Sedge, Awl-fruited Sedge, Stalk-grain Sedge",Perennial,Grass/Grass-like,Sun,"Wet, Moist"
509,Carex stricta,"Upright Sedge, Uptight Sedge, Tussock Sedge",Perennial,Grass/Grass-like,Sun,"Wet, Moist"
510,Carex swanii,Swan's Sedge,Perennial,Grass/Grass-like,,
511,Carex tenera,Quill Sedge,Perennial,Grass/Grass-like,Part-shade,
512,Carex tenuiflora,Sparseflower Sedge,Perennial,Grass/Grass-like,,"Wet, Moist"
513,Carex tetrastachya,Britton's Sedge,Perennial,Grass/Grass-like,,
514,Carex torta,Twisted Sedge,Perennial,Grass/Grass-like,Part-shade,
